geoid,state_fips,state,name_county,name.x,population,median_income,median_home_value,median_age,vacancy_rate,longitude,latitude,climate_val,climate_flag,growing_val,growing_flag,type,type_name,clean_name
2239475,22,LA,Jefferson,"Kenner city, Louisiana",65113,64099,241800,39.4,0.0831546598056032,-90.25493238928136,30.010895246073122,0.46462072771587865,FALSE,-2.9146941542153733,FALSE,origin,Origin City,Kenner
2240735,22,LA,Lafayette,"Lafayette city, Louisiana",121537,61454,251300,37.1,0.10907393260334437,-92.03262652672025,30.20804039146654,0.46785786139129304,FALSE,-0.4388481853663921,FALSE,origin,Origin City,Lafayette
2241155,22,LA,Calcasieu,"Lake Charles city, Louisiana",81679,56864,204000,36.2,0.20677028844716783,-93.21086572481377,30.199418265894383,0.6183502268226384,FALSE,13.956207442009855,TRUE,risk,City at Risk,Lake Charles
2250115,22,LA,Jefferson,"Metairie CDP, Louisiana",138995,73256,308900,41.5,0.07440227386724628,-90.17797114033111,29.99768381845191,0.46462072771587865,FALSE,-0.5842818754759557,FALSE,origin,Origin City,Metairie
2255000,22,LA,Orleans,"New Orleans city, Louisiana",376035,55339,296400,38.4,0.2038324484745171,-89.92894274963606,30.068702906356226,0.46333150161633835,FALSE,11.468066577732312,TRUE,risk,City at Risk,New Orleans
2270000,22,LA,Caddo,"Shreveport city, Louisiana",183483,48465,178100,37.5,0.1654798161581483,-93.79527800373222,32.465408797960855,0.32540890813460377,TRUE,-10.30906810426816,FALSE,opportunity,Opportunity City,Shreveport
2360545,23,ME,Cumberland,"Portland city, Maine",68505,76174,452600,37.5,0.0991183914119643,-70.27151079984549,43.677277623950445,0.6813259426910031,FALSE,4.888912285999213,TRUE,risk,City at Risk,Portland
2402825,24,MD,Montgomery,"Aspen Hill CDP, Maryland",53752,109026,538000,37.6,0.031514006224988886,-77.08269064126291,39.09275660214841,0.5344816556852625,FALSE,11.092582231017987,TRUE,risk,City at Risk,Aspen Hill
2404000,24,MD,Baltimore,"Baltimore city, Maryland",577193,59623,219300,36.1,0.14652063303942703,-76.61443004306395,39.30506539935968,0.4677649409250169,FALSE,-4.727929971970878,FALSE,origin,Origin City,Baltimore
2405950,24,MD,Harford,"Bel Air South CDP, Maryland",57702,120721,384000,38.2,0.029187872460742094,-76.31131200964113,39.502211569293316,0.6104330056966427,FALSE,22.938386042399713,TRUE,risk,City at Risk,Bel Air South
2407125,24,MD,Montgomery,"Bethesda CDP, Maryland",67403,191348,1129700,43.4,0.07546020573903628,-77.11875759315839,38.986582353046096,0.5344816556852625,FALSE,12.555203578206665,TRUE,risk,City at Risk,Bethesda
2408775,24,MD,Prince George's,"Bowie city, Maryland",57771,141831,442000,44,0.01993263507590089,-76.74059861754091,38.95490490344866,0.4656904267575504,FALSE,5.223062306068761,TRUE,risk,City at Risk,Bowie
2419125,24,MD,Howard,"Columbia CDP, Maryland",105871,129173,480300,39.1,0.049049464747139164,-76.8589995454964,39.20043646082532,0.5141202419777968,FALSE,4.481322203519888,TRUE,risk,City at Risk,Columbia
2423975,24,MD,Baltimore,"Dundalk CDP, Maryland",65441,62349,199600,37.4,0.07429057678789448,-76.49457919920695,39.2705669757466,0.47956759719229836,FALSE,5.407277971012562,TRUE,risk,City at Risk,Dundalk
2426000,24,MD,Howard,"Ellicott City CDP, Maryland",73737,157891,644300,42.8,0.03387858960378044,-76.834484636256,39.27734360646623,0.5141202419777968,FALSE,9.252691146737073,TRUE,risk,City at Risk,Ellicott City
2430325,24,MD,Frederick,"Frederick city, Maryland",80617,95150,365200,37.1,0.0584827828325678,-77.41408523581579,39.433688853529794,0.5425018218151731,FALSE,24.53509623888878,TRUE,risk,City at Risk,Frederick
2431175,24,MD,Montgomery,"Gaithersburg city, Maryland",69225,107496,484500,37.8,0.049916015482363255,-77.21319459860042,39.13461653301726,0.5344816556852625,FALSE,14.62176203456319,TRUE,risk,City at Risk,Gaithersburg
2432025,24,MD,Montgomery,"Germantown CDP, Maryland",90521,112149,401400,37.6,0.020712968653964353,-77.26432698967517,39.17550498909699,0.5344816556852625,FALSE,1.9320948599231904,TRUE,risk,City at Risk,Germantown
2432650,24,MD,Anne Arundel,"Glen Burnie CDP, Maryland",72772,88291,329200,38.1,0.035823748475760475,-76.60707041247717,39.15597825286554,0.6315977634315069,FALSE,9.119215543470437,TRUE,risk,City at Risk,Glen Burnie
2467675,24,MD,Montgomery,"Rockville city, Maryland",67218,122384,658300,39.4,0.04725052362526181,-77.15530207809302,39.08342430239224,0.5344816556852625,FALSE,8.709808023700282,TRUE,risk,City at Risk,Rockville
2471150,24,MD,Anne Arundel,"Severn CDP, Maryland",58041,130627,465600,36.8,0.03069158368571818,-76.69554570295172,39.13549189544597,0.6315977634315069,FALSE,33.10756890640549,TRUE,risk,City at Risk,Severn
2472450,24,MD,Montgomery,"Silver Spring CDP, Maryland",82129,98880,619400,35.2,0.04079169006176305,-77.02069309986494,39.00280020240577,0.5344816556852625,FALSE,10.06907174112291,TRUE,risk,City at Risk,Silver Spring
2478425,24,MD,Baltimore,"Towson CDP, Maryland",57683,100481,445100,33.2,0.07484364713627387,-76.61901689926005,39.39437956615115,0.47956759719229836,FALSE,5.7748306204958455,TRUE,risk,City at Risk,Towson
2481175,24,MD,Charles,"Waldorf CDP, Maryland",82541,115453,383100,36.6,0.028477160612467165,-76.91944233862506,38.60851234691691,0.5524976348039518,FALSE,20.874848919212035,TRUE,risk,City at Risk,Waldorf
2483775,24,MD,Montgomery,"Wheaton CDP, Maryland",52172,107349,483100,36.8,0.0230926629640456,-77.05729855498996,39.04918802167911,0.5344816556852625,FALSE,7.407823477198468,TRUE,risk,City at Risk,Wheaton
2507000,25,MA,Suffolk,"Boston city, Massachusetts",663972,94755,710400,33.2,0.09298336798336798,-71.08783927283783,42.31742726770177,0.650992828129,FALSE,9.97504993677321,TRUE,risk,City at Risk,Boston
2509000,25,MA,Plymouth,"Brockton city, Massachusetts",105080,77089,405500,36.5,0.04836985569214324,-71.02418038725426,42.08204737334035,0.649132563613573,FALSE,13.779557913817616,TRUE,risk,City at Risk,Brockton
2509210,25,MA,Norfolk,"Brookline CDP, Massachusetts",62822,140631,1233100,35,0.05175117616309462,-71.14081645801616,42.32427808034797,0.7155896372895263,FALSE,9.790790617688895,TRUE,risk,City at Risk,Brookline
2511000,25,MA,Middlesex,"Cambridge city, Massachusetts",117794,126469,1040500,30.5,0.09192118948216509,-71.11847653527711,42.37586735577495,0.7269605854818517,FALSE,13.977215464433039,TRUE,risk,City at Risk,Cambridge
2513660,25,MA,Hampden,"Chicopee city, Massachusetts",55213,66927,251800,41.1,0.05233469131933563,-72.57186383733715,42.17638501933707,0.5523965500836039,FALSE,1.0752437820433394,TRUE,risk,City at Risk,Chicopee
2523000,25,MA,Bristol,"Fall River city, Massachusetts",93764,53933,357800,39,0.057981469374873196,-71.10147125189468,41.713640905980824,0.6253279016452673,FALSE,8.440082316402574,TRUE,risk,City at Risk,Fall River
2524960,25,MA,Middlesex,"Framingham city, Massachusetts",72013,98179,600600,37.7,0.03395974099099099,-71.43676219195972,42.30854228120616,0.7269605854818517,FALSE,4.504931935141346,TRUE,risk,City at Risk,Framingham
2529405,25,MA,Essex,"Haverhill city, Massachusetts",67387,87675,426900,38.7,0.046963328018553414,-71.0870927882826,42.783815408056796,0.6827108076081303,FALSE,12.606619467582984,TRUE,risk,City at Risk,Haverhill
2534550,25,MA,Essex,"Lawrence city, Massachusetts",88297,57903,393500,32.6,0.0288139309092048,-71.16258006361096,42.70024458593283,0.6827108076081303,FALSE,21.51395954139136,TRUE,risk,City at Risk,Lawrence
2537000,25,MA,Middlesex,"Lowell city, Massachusetts",114799,76205,395100,35.5,0.03915211970074813,-71.32171116751216,42.63888120803948,0.7269605854818517,FALSE,9.307164090864134,TRUE,risk,City at Risk,Lowell
2537490,25,MA,Essex,"Lynn city, Massachusetts",100905,74715,472600,36.8,0.04018600227218685,-70.96633945207373,42.47803538006218,0.6827108076081303,FALSE,14.84360715547006,TRUE,risk,City at Risk,Lynn
2537875,25,MA,Middlesex,"Malden city, Massachusetts",65509,95298,607500,35.8,0.061477017437506686,-71.05761369898003,42.430477921572766,0.7269605854818517,FALSE,12.897754308160334,TRUE,risk,City at Risk,Malden
2539835,25,MA,Middlesex,"Medford city, Massachusetts",59062,118089,715500,36.1,0.05050426987132424,-71.10863894140965,42.42342661195962,0.7269605854818517,FALSE,6.7237872044305504,TRUE,risk,City at Risk,Medford
2540710,25,MA,Essex,"Methuen Town city, Massachusetts",53043,103270,472200,40.5,0.03562093178207165,-71.18886908363808,42.73399461760617,0.6827108076081303,FALSE,14.317622861171781,TRUE,risk,City at Risk,Methuen Town
2545000,25,MA,Bristol,"New Bedford city, Massachusetts",100731,56025,324400,37,0.05026086174327606,-70.94275886954136,41.6696651685506,0.6253279016452673,FALSE,7.144170538967915,TRUE,risk,City at Risk,New Bedford
2545560,25,MA,Middlesex,"Newton city, Massachusetts",88504,184989,1202500,42,0.053711490859204916,-71.20848371852242,42.33161621646993,0.7269605854818517,FALSE,4.795019152622192,TRUE,risk,City at Risk,Newton
2552490,25,MA,Essex,"Peabody city, Massachusetts",54180,95278,566200,46.6,0.03375763309538144,-70.97242149555687,42.53352061482319,0.6827108076081303,FALSE,6.457019792747088,TRUE,risk,City at Risk,Peabody
2555745,25,MA,Norfolk,"Quincy city, Massachusetts",101361,95711,598100,39,0.05507288448379538,-71.01966089723365,42.249908579093706,0.7155896372895263,FALSE,11.380393627276186,TRUE,risk,City at Risk,Quincy
2556585,25,MA,Suffolk,"Revere city, Massachusetts",59933,81121,566200,39.4,0.08244828321603753,-71.00400497616326,42.418880025956454,0.650992828129,FALSE,18.781618023658194,TRUE,risk,City at Risk,Revere
2562535,25,MA,Middlesex,"Somerville city, Massachusetts",80549,127056,899400,32.3,0.05736636245110821,-71.10134290882912,42.390767690090264,0.7269605854818517,FALSE,10.230266510211843,TRUE,risk,City at Risk,Somerville
2567000,25,MA,Hampden,"Springfield city, Massachusetts",154751,51339,222700,33.7,0.07441838215362045,-72.53952216437912,42.1155075704956,0.5523965500836039,FALSE,4.254343157108844,TRUE,risk,City at Risk,Springfield
2569170,25,MA,Bristol,"Taunton city, Massachusetts",59719,79715,388200,39,0.04888835763805881,-71.0942588930339,41.903589291232095,0.6253279016452673,FALSE,7.911254114877927,TRUE,risk,City at Risk,Taunton
2572600,25,MA,Middlesex,"Waltham city, Massachusetts",64723,116560,705700,35.1,0.04375790021562941,-71.24230459824663,42.38895138003371,0.7269605854818517,FALSE,7.494503807885293,TRUE,risk,City at Risk,Waltham
2578972,25,MA,Norfolk,"Weymouth Town city, Massachusetts",57786,100077,516200,43.8,0.032912844036697246,-70.94664447289159,42.197812253018434,0.7155896372895263,FALSE,8.846449386780794,TRUE,risk,City at Risk,Weymouth Town
2582000,25,MA,Worcester,"Worcester city, Massachusetts",205501,67544,339500,34.1,0.0735847067505359,-71.80794069711045,42.270520468977644,0.5399855005064179,FALSE,16.34747742176512,TRUE,risk,City at Risk,Worcester
2603000,26,MI,Washtenaw,"Ann Arbor city, Michigan",121179,81089,435100,27.7,0.07089267429954389,-83.73100397708819,42.27607013351311,0.32692062759553825,TRUE,6.735379616779355,TRUE,destination,Destination City,Ann Arbor
2605920,26,MI,Calhoun,"Battle Creek city, Michigan",52392,51699,127600,37.6,0.10473500021081925,-85.22970957778476,42.29859070822803,0.41612687032232715,FALSE,3.5931307490807938,TRUE,risk,City at Risk,Battle Creek
2621000,26,MI,Wayne,"Dearborn city, Michigan",107846,65192,205900,32.6,0.07470985843642393,-83.21295705962962,42.31265868779869,0.28421380126417894,TRUE,13.727612894250521,TRUE,destination,Destination City,Dearborn
2621020,26,MI,Wayne,"Dearborn Heights city, Michigan",62099,61035,174900,35.8,0.06070833511342761,-83.27686383766965,42.3164058866792,0.28421380126417894,TRUE,11.228287407461703,TRUE,destination,Destination City,Dearborn Heights
2622000,26,MI,Wayne,"Detroit city, Michigan",636644,39575,76800,35.1,0.2234462453805223,-83.10358085267042,42.383634420839385,0.28421380126417894,TRUE,-6.085586787047099,FALSE,opportunity,Opportunity City,Detroit
2627440,26,MI,Oakland,"Farmington Hills city, Michigan",83316,101863,333200,41.4,0.0554831848996411,-83.37711369484363,42.48599954804118,0.36555501619031766,TRUE,5.993116059567512,TRUE,destination,Destination City,Farmington Hills
2629000,26,MI,Genesee,"Flint city, Michigan",80835,36194,47600,36.2,0.20856545142561644,-83.69213838552295,43.02355676904104,0.37714295235299017,TRUE,-16.244369121019215,FALSE,opportunity,Opportunity City,Flint
2634000,26,MI,Kent,"Grand Rapids city, Michigan",197768,65526,225500,32.1,0.06108403311997181,-85.65613850855732,42.96194200564747,0.41923741365028794,FALSE,9.671872411137537,TRUE,risk,City at Risk,Grand Rapids
2642160,26,MI,Kalamazoo,"Kalamazoo city, Michigan",73132,48965,164500,26.8,0.09205316308051198,-85.5881633012512,42.27493335608024,0.4336425010833522,FALSE,2.128725693730955,TRUE,risk,City at Risk,Kalamazoo
2642820,26,MI,Kent,"Kentwood city, Michigan",54114,73647,249000,34.7,0.03697104677060133,-85.59256556958951,42.88520405987131,0.41923741365028794,FALSE,11.168743759006686,TRUE,risk,City at Risk,Kentwood
2646000,26,MI,Ingham,"Lansing city, Michigan",112546,52170,119400,33.5,0.08087653699575753,-84.56011403728837,42.714203429864654,0.3492858029775187,TRUE,1.1643872051360764,TRUE,destination,Destination City,Lansing
2649000,26,MI,Wayne,"Livonia city, Michigan",94058,96317,265300,45.1,0.032327586206896554,-83.37331155592722,42.39715473087302,0.28421380126417894,TRUE,-1.083533086625104,FALSE,opportunity,Opportunity City,Livonia
2659440,26,MI,Oakland,"Novi city, Michigan",66224,110938,399100,39.9,0.05226605570272786,-83.48926939191722,42.47858249826328,0.36555501619031766,TRUE,19.473310231196326,TRUE,destination,Destination City,Novi
2665440,26,MI,Oakland,"Pontiac city, Michigan",61914,42791,110600,35.5,0.09446173433300326,-83.28781633150582,42.649265556619355,0.36555501619031766,TRUE,9.015887396198949,TRUE,destination,Destination City,Pontiac
2669035,26,MI,Oakland,"Rochester Hills city, Michigan",76086,119054,377400,40.9,0.04903820989269825,-83.15630024952813,42.664515308717384,0.36555501619031766,TRUE,6.515359865785763,TRUE,destination,Destination City,Rochester Hills
2670040,26,MI,Oakland,"Royal Oak city, Michigan",57880,95182,305900,36.9,0.06007621609504595,-83.15387087932382,42.50840371509477,0.36555501619031766,TRUE,2.1198569209781555,TRUE,destination,Destination City,Royal Oak
2670760,26,MI,Macomb,"St. Clair Shores city, Michigan",58287,72693,196400,43.7,0.03779527559055118,-82.89610842990585,42.49246529842928,0.34105145883233945,TRUE,-0.09092823000557426,FALSE,opportunity,Opportunity City,St. Clair Shores
2674900,26,MI,Oakland,"Southfield city, Michigan",76025,65848,226900,42.1,0.07715578471089599,-83.260538484338,42.476471698190686,0.36555501619031766,TRUE,8.745460669147288,TRUE,destination,Destination City,Southfield
2676460,26,MI,Macomb,"Sterling Heights city, Michigan",133473,78429,260700,41.5,0.03470096704534786,-83.03045558819177,42.58088127681395,0.34105145883233945,TRUE,3.930044687852888,TRUE,destination,Destination City,Sterling Heights
2679000,26,MI,Wayne,"Taylor city, Michigan",62405,59537,141200,38.3,0.05553270259152612,-83.26880495119491,42.22604078565796,0.28421380126417894,TRUE,3.0118345300121616,TRUE,destination,Destination City,Taylor
2680700,26,MI,Oakland,"Troy city, Michigan",87307,119299,396800,42.2,0.04651827299482813,-83.14574271480637,42.58174398012155,0.36555501619031766,TRUE,10.116096853849154,TRUE,destination,Destination City,Troy
2684000,26,MI,Macomb,"Warren city, Michigan",138128,63741,181900,37.9,0.06249891645429171,-83.02703213589632,42.49343123438953,0.34105145883233945,TRUE,6.828355074569202,TRUE,destination,Destination City,Warren
2686000,26,MI,Wayne,"Westland city, Michigan",84155,62216,176500,38.2,0.06441452082841169,-83.38053856469362,42.31921993952119,0.28421380126417894,TRUE,2.6091572475175857,TRUE,destination,Destination City,Westland
2688940,26,MI,Kent,"Wyoming city, Michigan",76865,72163,203900,33.8,0.045691647408385605,-85.70662518936007,42.89078252172846,0.41923741365028794,FALSE,9.201980296847726,TRUE,risk,City at Risk,Wyoming
2701900,27,MN,Dakota,"Apple Valley city, Minnesota",55696,99277,354200,37,0.01981282812143346,-93.20042125325203,44.745654133514996,0.34244557433800366,TRUE,10.648512016520185,TRUE,destination,Destination City,Apple Valley
2706382,27,MN,Anoka,"Blaine city, Minnesota",71261,103382,327500,37.3,0.033249855519167794,-93.20776050547228,45.16956244104899,0.4079616535636943,FALSE,22.039433669179676,TRUE,risk,City at Risk,Blaine
2706616,27,MN,Hennepin,"Bloomington city, Minnesota",88838,90677,346200,40.8,0.04193015873015873,-93.31512468809171,44.83064067363043,0.35791429610563463,TRUE,7.453057200836239,TRUE,destination,Destination City,Bloomington
2707966,27,MN,Hennepin,"Brooklyn Park city, Minnesota",84349,85964,313500,35.4,0.03102443546784981,-93.35052136860041,45.111202029697175,0.35791429610563463,TRUE,12.656402558575465,TRUE,destination,Destination City,Brooklyn Park
2708794,27,MN,Dakota,"Burnsville city, Minnesota",64295,83953,335100,36.9,0.03472351864988985,-93.27931488328501,44.76482637963897,0.34244557433800366,TRUE,4.9431426393821125,TRUE,destination,Destination City,Burnsville
2713114,27,MN,Anoka,"Coon Rapids city, Minnesota",63348,86618,287200,39.2,0.015398047464084451,-93.30946441049157,45.17552552525768,0.4079616535636943,FALSE,3.100141201438042,TRUE,risk,City at Risk,Coon Rapids
2717000,27,MN,St. Louis,"Duluth city, Minnesota",86863,66263,225700,35.2,0.06670016329606833,-92.13958381492591,46.77553314204347,0.28054951899461394,TRUE,2.7039874291201995,TRUE,destination,Destination City,Duluth
2717288,27,MN,Dakota,"Eagan city, Minnesota",68158,107486,380800,39.1,0.02386710125118284,-93.16381235837142,44.816960132735296,0.34244557433800366,TRUE,5.628438528988648,TRUE,destination,Destination City,Eagan
2718116,27,MN,Hennepin,"Eden Prairie city, Minnesota",63249,127732,463300,40.5,0.03504912187535561,-93.4594810580979,44.84880946718112,0.35791429610563463,TRUE,3.787485934474081,TRUE,destination,Destination City,Eden Prairie
2718188,27,MN,Hennepin,"Edina city, Minnesota",53125,129225,624000,44.8,0.05904439676514276,-93.36018757370152,44.89138679300829,0.35791429610563463,TRUE,10.763825809511616,TRUE,destination,Destination City,Edina
2735180,27,MN,Dakota,"Lakeville city, Minnesota",72480,138119,425200,36.9,0.024124178917735377,-93.25168386481388,44.67664173609048,0.34244557433800366,TRUE,30.10855582025632,TRUE,destination,Destination City,Lakeville
